input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
6a6eb060,groth16,prove,324033,256,224,945,9559624,471.82,800.00,9
