input_id,tx_hash,gas_used,gas_price,block_number,time_ms,success
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x9b85cc439b728a95ac6b8d3cef0d4170f7bbca871b92392280a72a7fdc530410,296996,3918848211,10247958,28272,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0xd6fc45010a30e30524b212290c36778186edb80331e573e515598e38e9e541c7,291396,4179172886,10247959,7162,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x1a65873d064ea239ccfd1b9a7b16ed1a01fa8b04d0bda4722e598ea0e3cf75d3,291396,4183760462,10247960,14148,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x5511f0ffe8f9abf2a04806fc5dd93a6c4774f57ff9cdd7dc9092be01140098dd,291396,4111838669,10247961,14070,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x19d5ae5597208d48eb3e32a7beb5270adc41a084b56a54f36f9c4f9bdf432d28,291396,4610837109,10247962,7057,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x06052cdbaaf7fc755ea8becd74c78b7f42da29ccde09a4465b7351f6eb54688d,291396,4523360098,10247963,14019,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x08a2100bfa929195d3d1b680cb506aaa3837bb73f9dcc9200b83e68b30fead8a,291396,4284681230,10247964,14066,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0xa8d6e0a9937df54db8a66a3aac5ef9a4111d5a9708b525dcad06222e0e2970dd,291396,3969887601,10247965,7046,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x2c0febd15b18a593dbc97c078441b6503f238fc863ec854f2bf72fa9701df8f6,291396,3660576512,10247966,14027,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x7a42298e7930d0caf7fb77987323372470985cfecb742e69a170ef0d234ca81e,291396,4116065853,10247967,14066,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0xb97916374a06d4bd8abd8cec982b05d659d5ef11e97e03acd222b71e8bcc1302,291396,4625209041,10247968,14060,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x14dbd9d1038792e8eb99bafac04ad20cfcf480cf2a9d69a982135adf74d6c66f,291396,5835822891,10247970,21089,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0x7a10de86483a2ed7b95cb92e74ff7525044397d429025fe2ffe98ae6e472532c,291396,6559837962,10247971,14057,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0xb338d1d499b3dc43c09fe31b2dde6780aa15750155699a8a070b6889d803b7a6,291396,6703122885,10247972,7055,true
proofs/receipt_groth16_6a6eb060_12_02_26_23_05.bin,0xfd715955f05afcdec84d6e6884dc6d3bb868355c45acb605ce8983d9d7ee56b0,291396,6428923014,10247973,14040,true
