input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
88f024d9,groth16,prove,164880,256,224,945,2400208,451.36,800.00,9
