input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
88f024d9,stark,prove,61888,222668,224,223674,2400464,706.17,800.00,9
