input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
0243c871,stark,prove,2021276,222668,224,223674,9611300,678.83,800.00,9
