input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
0243c871,groth16,prove,2117929,256,224,945,9598748,645.13,800.00,9
