input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
f842406f,groth16,prove,1110639,256,224,945,9601776,618.24,800.00,9
