input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
3026c7d0,groth16,prove,142938,256,224,945,1454780,437.70,800.00,9
