input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
3026c7d0,stark,prove,39548,222668,224,223674,1453592,702.85,800.00,9
