input_id,tx_hash,gas_used,gas_price,block_number,time_ms,success
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x1517a7e15560135483548618410b51b3ef3d470ed425034d775e992337c939b9,296996,4849492223,10247890,7258,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x7b2873f667f9554a45f000484cf1c4fe66e307aba70030439bb889fb2329e389,291396,4636279737,10247891,14154,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x0dd65a06b303b718db6494f8504316ec5cbd1b455b49bdfeb24286fb198b5656,291396,4365190596,10247892,7087,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x27a0176c547c0fd1ce06ccc4f6675bcc0949ffe8d820c9ee23e1b462fde18cf3,291396,4386420204,10247893,14005,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x13560bbbb786d67d5a40719cd1c94456e28dba0903c4aefecf9ff5aae8ce29a1,291396,4209443548,10247894,14059,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0xbad31e1756710a12a629c61e6743667e37a6cd753f586d0bcbdd64cd92de2cba,291396,3957130051,10247895,14063,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x79de8d3e9db278ac297f0de929527d2c5557b5b8e9cc065da7251ea357c322b1,291396,3671190787,10247896,7064,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x1e5638db6e8b72e652434b1187727ecd2f6e59d531b8ba2c23281029f062800e,291396,5225977257,10247899,35127,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x159bafd59cc36f89a67301210619bc50ad7e4aec1b2d1df040cc4b4811793e3e,291396,5879026374,10247900,14072,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x845d91dea93941b1c9b7ecf7f04d17d38302d5f1928ed0206bae06cda6a4ec78,291396,6440246068,10247901,14038,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x4928ac5035e20e360c798214d8cabdd9211326dd1716dbc70b2cfa2d03455218,291396,6079060380,10247902,7049,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x713ca80c824de228b41da849a904392b61eba190a82e6e5ad4aaf8e79bfbe099,291396,5821298970,10247903,14045,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x70fdb7c6591b347afcbbfb90df6cd60dc8c98336550d514836150d939010f87c,291396,5585799758,10247904,14054,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x4bf024352f04fd123fb2bd2b84213ae10d1f24ca9b6e157688b59538a26f68d7,291396,5238977531,10247905,14062,true
proofs/receipt_groth16_9b0c10c9_12_02_26_22_51.bin,0x083a01466d873ef0f81427db7ae663ac657035417a9c38bc63d92a8716724f63,291396,5731546519,10247906,7056,true
