input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
9b0c10c9,stark,prove,113912,222668,224,223674,4775128,682.04,800.00,9
