input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
79411dba,stark,prove,509721,222668,224,223674,9595444,683.79,800.00,9
