input_id,backend,phase,time_ms,seal_size,journal_len,receipt_bincode_len,peak_ram_kb,avg_cpu_pct,max_cpu_pct,max_threads
9d1db710,stark,prove,279117,222668,224,223674,9592276,685.98,800.00,9
